localizacao,tipo,titulo,descricao_detalhada,video,imagens,links,audio,user_id,id
"-23.987463, -46.308053",lazer,Chorinho no Aquário,"
    O ""Chorinho no Aquário"" é uma atividade musical que ocorre todos os sábados, a partir das 18h, na Praça Vereador Luiz La Scala, localizada na Ponta da Praia. As apresentações são gratuitas e destacam o melhor do choro, samba, MPB e bossa nova, com repertórios que incluem clássicos de ícones como Dona Ivone Lara, Cartola, Noel Rosa e Pixinguinha.
  ",,/cartografiasocial/fotos/chorinho.jpg,Facebook do Chorinho no Aquário: https://www.facebook.com/chorinhonoaquario/; Notícia sobre o aniversário de 17 anos do projeto: https://www.santos.sp.gov.br/?q=noticia%2Fchorinho-no-aquario-comemora-aniversario-com-show-de-demonios-da-garoa-em-santos,,,50
"-23.9794762, -46.3143102",lazer,"Biblioteca Municipal ""Mário Faria""","<p>A Biblioteca Municipal Mário Faria em Santos foi inaugurada em 31 de janeiro de 1993. Atualmente, seu atendimento é totalmente informatizado, possuindo um acervo de aproximadamente 6.000 livros, entre literatura de diversos autores e livros de pesquisa em todas as áreas, sendo boa parte circulante. A biblioteca promove mensalmente o projeto “Autor e sua Obra”, onde autores falam de seus livros, visando incentivar e divulgar os escritores e a produção literária da região. A Biblioteca Municipal Mário Faria funciona todos os dias das 09h às 19h, com entrada gratuita, se localiza na calçada. telefone (13) 3226-8000.</p>",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/46viv6eymix.png,,,,51
"-23.9494487, -46.3380132",lazer,Torcida Jovem do Santos,"
      A torcida começou a surgir durante os anos de 1966 a 1968, através dos jogos que haviam a capital (São Paulo) e que o Santos participava. Assim, um grupo de jovens começou a criar proximidade devida a frequência com que se encontravam nesses jogos. A partir desse momento, começaram a combinar de irem juntos e ficarem num mesmo lugar.

      Isso ficou tão recorrente que em 1969 decidiram fundar a torcida oficial uniformizada. E mais tarde, após a vitória do Santos, em 26 de setembro de 1969, os 13 garotos decidiram fundar oficialmente a Torcida Jovem. Numa casa no Brás (em São Paulo) inclusive onde residia um dos torcedores, Cosmo Damião. 
      
      Uma curiosidade dessa Torcida é a sua politização, que ao longo da história ficou conhecida como uma torcida politizada, sempre presente em lutas pela democracia, dentre elas:

      A Campanha de anistia ampla, geral e irrestrita;
      A campanha das diretas já;
      A luta pela autonomia política da cidade de Santos;
      Como um dos fundadores da A.T.O.E.S.P. (Associação das Torcidas Organizadas de São Paulo) e da A.T.O.S. (Associação das Torcidas Organizadas de Santos);
      Impeachment do Collor;
      Entre outros.
    ",,,Site oficial da Torcida Jovem: https://torcidajovem.com.br/torcida-jovem/,,,52
"-23.9541707, -46.3404553",lazer,Infinity Brechó,"
      O **Infinity Brechó** é uma loja de roupas e acessórios usados localizada na Rua Doutor Carvalho de Mendonça, 500A, no bairro Marapé, em Santos - SP, uma excelente opção para quem busca moda sustentável e econômica na região.
    ",,/cartografiasocial/fotos/brecho.png,Instagram do Infinity Brechó: https://www.instagram.com/infinity__brecho/,,,53
"-23.9508488, -46.3403454",lazer,Casa Meninos da Vila - Santos FC Academy,"Centro de treinamento e formação de jovens talentos do Santos Futebol Clube, conhecido como 'Meninos da Vila'.",,,Localização no Google Maps: https://maps.app.goo.gl/BtiQKRbPDg63R7B39,,,54
"-23.9535718, -46.3412044",lazer,Praça Olímpio de Lima,"Praça pública localizada em Santos, SP, ideal para passeios, atividades ao ar livre e momentos de lazer.",,,Localização no Google Maps: https://maps.app.goo.gl/5HGdUyVBp6faEiKU8?g_st=ac,,,55
"-23.9482041, -46.3440041",lazer,Museu de Veículos - Memorial Necrópole Ecumênica,"O museu fica localizado dentro do Memorial Necrópole e apresenta uma finalidade um tanto curiosa, surgiu a partir da idealização de um amante de carros antigos, Pepe Altstut. Com a ideia de desmistificar a visão tradicional de cemitérios. Desta maneira o espaço abriga o Museu de Veículos do Memorial Necrópole Ecumênica. Como também um mini zoológico, localizado ao lado, que conta com diversas aves; dentre elas um pavão albino, araras e galinhas (memorialsantos.com.br). Mas voltado ao acervo de carros, ele possui exemplares raros que datam de 1909 a 1974, abriga motocicletas, bicicletas e claro os carros. E fica localizado logo ao térreo do Memorial, próximo ao jardim e à capela (memorialsantos.com.br).",,,,,,56
"-23.9499979, -46.3403454",lazer,Bike Santos - Estação 24 Estádio Vila Belmiro,"Estação de bicicletas compartilhadas do sistema Bike Santos, localizada próximo ao Estádio Vila Belmiro, em Santos, SP.",,,Localização no Google Maps: https://maps.app.goo.gl/VSyNGpUsuao7Ajdv6?g_st=ac,,,57
"-23.9709835, -46.3295577",lazer,Concha Acústica,"Projetada pelo arquiteto Carlos Prates, a Concha Acústica foi inaugurada em junho de 1981 ao lado do Canal 3, na orla, durante o 93º aniversário do bairro Gonzaga. O espaço funciona como um centro de cultura ao ar livre, onde são promovidos espetáculos artísticos e culturais, além de exposições. Com capacidade para 300 espectadores, é um local icônico para eventos na cidade de Santos.",,,"Localização no Google Maps: https://www.google.com/maps/place/Concha+Acústica/@-23.9709835,-46.3295577,17z/data=!3m1!4b1!4m6!3m5!1s0x94ce02454a3ec351:0xac4b9164cfac4aa4!8m2!3d-23.9794762!4d-46.3143102!16s%2Fg%2F1q67djm_y?entry=ttu; Site oficial da Prefeitura de Santos: https://www.santos.sp.gov.br",,,58
"-23.9796224, -46.3077376",lazer,Feira livre ás quartas-feira,"QUA – 7h às 12h – Praça Nossa Senhora Aparecida",,,,,,60
"-23.9712971, -46.3073434",lazer,Clube Atlético Santa Cecília,Local para esportes e recreação. Telefone: (13) 99742-3353,,,,,,62
"-23.9796224, -46.3077376",lazer,Lanchas Tour - Passeio de Lancha Guarujá e Santos,"Tour de lancha, aluguel de lancha para festas e eventos. Telefone: (13) 98170-0347. Instagram: @ lanchastour_oficial",,,site: https://www.lanchastour.com.br/,,,63
"-23.9796224, -46.3077376",lazer,Quadra BNH,Espaço para atividades de lazer e esporte com quadra poliesportiva,,,,,,64
"-23.9759863, -46.3100247",lazer,Praça Abílio Rodrigues Paz,"Conhecida como praça do BNH -  O Conjunto Habitacional Marechal Humberto de Alencar Castelo Branco, mais conhecido como BNH (Banco Nacional de Habitação) foi idealizado por um consórcio de quatro cooperativas de trabalhadores para a construção de um conjunto habitacional de habitação coletiva.",,,,,,65
"-23.9768919, -46.3100835",lazer,Praiamar Shopping,"O Praiamar Shopping Center é idealizado pelo empresário luso-brasileiro Armênio Mendes. Além das lojas e estacionamento, conta com cinema, Hipermercado, banco, agência de turismo e aluguel de veículos. ",,,,,,66
"-23.9757311, -46.3117249",lazer,Sesc - Santos,"Mantido pelos empresários do comércio de bens, serviços e turismo, o Sesc - Serviço Social do Comércio é uma entidade privada que tem como objetivo proporcionar o bem-estar e a qualidade de vida aos trabalhadores deste setor e sua família. No estado de São Paulo, o Sesc conta com uma rede de mais de 40 unidades operacionais – centros destinados à cultura, ao esporte, à saúde e à alimentação, ao desenvolvimento infanto juvenil, à terceira idade, ao turismo social e a demais áreas de atuação.
Telefone: (13) 3278-9800
Insta: @sescsantos
Site: https://www.sescsp.org.br/unidades/santos/ ",,," https://www.sescsp.org.br/unidades/santos/ ",,,67
"-23.9764243, -46.3127398",lazer,Praça do Sesc Santos,"A Praça do Sesc, cujo nome oficial é Praça Doutor Caio Ribeiro de Moraes e Silva, foi doada pelo Sesc para a prefeitura, tendo sido construída e urbanizada inteiramente pelo Sesc. Fica localizada bem em frente ao Sesc e sedia todos os domingos a FeirArte, feira popular de artesanato e gastronomia, sendo uma importante expressão da cultura do bairro santista. ",,,,,,68
"-23.9420434, -46.3370367",lazer,Instituto Cultural Vasco Carmano,"Criado em 2006, o Instituto Cultural Vasco Carmano (ICVC) é uma Organização da Sociedade Civil de Interesse Público (OSCIP), ou seja, é uma ONG que surgiu a partir da iniciativa privada, e possui uma chancela do Ministério da Justiça, porque desenvolve práticas sociais que auxiliam o poder público e a iniciativa privada. O ICVC surgiu a partir de um grupo de artistas da produtora “Criando Ideias e Produções”, uma empresa privada. A função do Instituto é ser parceiro do poder público e da iniciativa privada em ações de treinamento e incentivo à cultura, por meio do teatro. Um dos projetos: Quase no Quintal de casa. O projeto Quase no Quintal de Casa tem por objetivo realizar 82 apresentações acessíveis a crianças entre 06 e 10 anos de idade em cidades da Baixada Santista, no estado de São Paulo, Camaçari, no estado da Bahia, e em Vitória e Cariacica, no estado do Espírito Santo. Locais esses onde é comum encontrar população em situação de vulnerabilidade social habitando áreas de mangue, principal tema deste espetáculo. Um trabalho voltado a difundir a importância dos manguezais de maneira lúdica, respeitando e valorizando as experiências coletivas adquiridas com as dificuldades que essas comunidades enfrentam. O teatro é um caminho que pode não só despertar o interesse pela questão temática, mas principalmente estimular a prática da observação, criando a possibilidade real de preservação desse ecossistema.",,,,,,69
"-23.9732609, -46.3222072",lazer,Pinacoteca Benedicto Calixto,"A Pinacoteca Benedicto Calixto é um importante centro cultural em Santos, localizado no bairro Boqueirão. O espaço abriga exposições de arte, eventos culturais e atividades educativas, sendo um ponto de referência para os amantes da arte.",,,,,,70
"-23.9756927, -46.3014085",assistencia,Centro Lar Sintonia Espírita,"É uma empresa com foco em atividades de Associações de Defesa de Direitos Sociais, além de possuir um bazar em sua instituição.  telefone: (13) 9757-0343 email: jcsc06@yahoo.com.br",,,,,,71
"-23.9796224, -46.3077376",religiao,Paróquia Nossa Senhora Aparecida,"Igreja católica com missas e confessionário. 
 Horários da missa: Domingo: 7h, 9h e 18h Sábado: 19h Quinta-Feira: 17h Segunda, Terça e Sexta-feira: 19h
Telefone (13) 3301-98465  email: paroquiansraaparecidasts@gmail.com
",,,https://paroquiansraaparecidasts.com.br/,,,72
"-23.9796224, -46.3077376",religiao,Grupo Espírita Eurípedes Barsanulfo,,,,,,,73
"-23.9796224, -46.3077376",religiao,Ministério Evangélico Cristo é a Vida,Igreja evangélico. Encontros aos domingos: 19h e 22h e as sextas: 20h e 22h,,,,,,74
"-23.9778824, -46.3122722",religiao,Igreja Batista Calvário,Igreja evangélica. Encontros aos domingos: 9h e 19:30h e as quartas: 20h. Telefone:  (13) 3227-1389,,,,,,75
"-23.9544635, -46.3414889",religiao,Tenda de Umbanda Pai Benedito das Almas,<p>A tenda a umbanda pai Benedito das almas é um lugar de religião.</p>,,"/cartografiasocial/fotos/tenda.jpeg, /cartografiasocial/fotos/tenda_2.png",,,,76
"-23.9851111, -46.3088611",historico,Estátua de Iemanjá - Rainha do Mar,"
A estátua de Iemanjá, localizada na Praia do José Menino, é um dos símbolos da força e presença afro-brasileira em Santos. Sua instalação na orla da praia foi uma conquista dos movimentos negros da região, após permanecer guardada no Teatro Municipal de Santos por vários anos.
      ",,/cartografiasocial/fotos/yemanja.png,Levante vai cobrar Estátua de Iemanjá em Santos - DL: https://www.diariodolitoral.com.br/cotidiano/levante-vai-cobrar-estatua-de-iemanja-em-santos/136502/; Prometida estátua de Iemanjá não entregue em Santos - BoqNews: https://www.boqnews.com/cidades/prometida-estatua-de-iemanja-nao-e-entregue-em-santos/,,,77
"-23.9916556, -46.3029044",historico,Ponte dos Práticos,"A **Ponte dos Práticos**, chamada oficialmente **Ponte Edgard Perdigão**, é um atracadouro inaugurado em 11 de junho de 1968. Com uma vista bonita da baía de Santos, Guarujá e Ilha Porchat, recebe diariamente milhares de pessoas, sobretudo aquelas que fazem a travessia para a praia do **Góes** e **Santa Cruz dos Navegantes** que é conhecida também popularmente como Pouca Farinha. Há também ponto de embarque para escunas turísticas e barcos pesqueiros, além de uma lanchonete particular . A Ponte dos Práticos se mantém como um ponto **histórico**, **turístico** e **funcional** para a cidade de Santos.",,/cartografiasocial/fotos/ponte.png,Uma ponte para o mar -NovoMilenio: http://www.novomilenio.inf.br/santos/h0288.htm,,,78
"-23.9503151, -46.3391494",historico,Estátua de Zito,"
        A estátua de José Ely de Miranda, conhecido como Zito, na Rua Princesa Isabel, em frente ao portão 6 do estádio Vila Belmiro, em Santos. Zito defendeu o Santos Futebol Clube de 1952 a 1967, conquistando diversos títulos, incluindo os Mundiais de 1962 e 1963. Ele também foi bicampeão mundial com a Seleção Brasileira em 1958 e 1962. Após encerrar a carreira como jogador, Zito tornou-se um grande incentivador das categorias de base do Santos, sendo responsável direto pelas gerações dos ""Meninos da Vila"" em 1979, 2002 e 2010. 
        
        A estátua é uma homenagem que eterniza a memória de Zito, destacando sua liderança e legado no futebol brasileiro.
      ",,"/cartografiasocial/fotos/zito.jpeg, /cartografiasocial/fotos/zito2.png, /cartografiasocial/fotos/zito3.png",Fonte: Santos FC: https://www.santosfc.com.br/zito-o-eterno-capitao-do-santos/,,,79
"-23.9385834391007, -46.3173735294644",historico,Cemitério do Paquetá,"
          O Cemitério do Paquetá, o mais antigo de Santos, teve seus primeiros enterros em 1853, substituindo os sepultamentos nas igrejas, como a do Valongo. Devido à falta de espaço, a Câmara adquiriu um terreno em 1851 para a construção do cemitério. Inicialmente, apenas o muro, o portão e parte do terreno foram preparados. Em 1854, a Capela de Santo Cristo foi construída, e o cemitério foi inaugurado em 30 de novembro. Sua regulamentação ocorreu em 16 de fevereiro de 1855. No mesmo ano, uma epidemia de cólera exigiu a ampliação emergencial do local.
    
          Tomado por imagens de anjos, alamedas arborizadas e sepulturas que são verdadeiras obras de arte, o Cemitério do Paquetá é referência histórica nacional e o mais antigo de Santos. Figuras ilustres, como o ex-governador Mário Covas; os ex-prefeitos Luiz La Scala Jr., Antônio Feliciano; os poetas Martins Fontes e Vicente de Carvalho; o escritor Júlio Ribeiro e o pintor Benedicto Calixto, foram enterradas no local e suas sepulturas podem ser visitadas. Muitos dos ornamentos das campas foram confeccionados com mármore de Carrara, cobre e bronze. A sepultura que mais chama a atenção e intriga santistas há anos é a do túmulo do advogado abolicionista João Galeão Carvalhal. A obra possui uma imagem de uma mulher, em tamanho natural, debruçada sobre a lápide chorando sua perda, com um busto acima ladeado por dois anjos. O Cemitério do Paquetá fica na Rua Doutor Cóchrane, s/n, no Paquetá e fica aberto das 7h às 17h, todos os dias, com visitação livre.
        ",,/cartografiasocial/fotos/cemiterio.jpg,Fonte: Prefeitura de Santos: https://www.santos.sp.gov.br,/cartografiasocial/audio/cemiterio.mp3,,80
"-23.9392689, -46.3359225",historico,Marco Oficial do Quilombo do Jabaquara,"Segundo estudo publicado pelo Instituto Prócomum o Quilombo do Jabaquara foi o mais famoso da região, um dos maiores do Brasil e estima-se que tenha abrigado 10 mil escravizados. Fundado em 1882, por iniciativa dos abolicionistas da elite santista Américo Martins e Xavier Pinheiro teve como líder o negro alforriado Quintino de Lacerda.",,,,,,81
"-23.9642043099616, -46.3340591661205",bairro,Gonzaga,"O Gonzaga é um bairro nobre e bastante frequentado pelos moradores da Baixada Santista,
muito conhecido pelo comércio, shoppings, sorveterias, restaurantes, hotéis, bares e a praia.
O bairro foi formado em 1889, porém ganhou o nome em 21 de Junho de 1967 em alusão ao
aniversário de Luís Antônio Gonzaga, que tinha o Bar do Gonzaga em frente à praia. De
acordo com o historiador José Dionísio de Almeida, da Fundação Arquivo e Memória de
Santos (FAMS), “Próximo a esse bar ficava um ponto de bondes vindos do Centro. E o nome
ficou como herança da existência do estabelecimento, muito utilizado por santistas. As
pessoas falavam: vamos ao bar do Gonzaga?”
O Parque Balneário é uma grande referência histórica do bairro pois no início do século XX
era usado para festas, cassino, shows e bailes da população mais rica da cidade, até ser
demolido na década de 70 para reaproveitamento da área num complexo com prédios
residenciais, o primeiro Shopping da cidade e um edifício hoteleiro moderno. Logo em
seguida, nos anos 80 foi construído o segundo shopping da cidade - Miramar, que também
tem um hotel.
Pensando na história cultural do Gonzaga, não é possível deixar de lado o Roxy, cinema de
rua que segue resistindo a mais de 90 anos, viveu a mudança na maneira de se exibir filmes:
dos primeiros e grandes rolos de película ao sistema digital.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/v8n1lvdcif.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/upmwhjv716k.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/kimkt12k3wd.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/z8c5iwx1dfk.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/3wffa0his2d.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/g8zkukun3d.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/ghgfpwsiclu.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/9rkg9mf683n.jpeg",,,,82
"-23.9706997320923, -46.3302583598733",lazer,Cinema no Gonzaga - Cine arte Posto 4,"Cinema inaugurado em 1991 a fim de exibir filmes que foram constantemente ignorados nas salas comerciais. Está situado na orla da Praia do Gonzaga, no Posto 4. O local exibe filmes nacionais toda semana no valor de R$3,00 a inteira e R$1,50 a meia.",,https://cdn.diariodolitoral.com.br/img/pc/920/610/dn_arquivo/2023/01/cine-arte-posto-capa.jpg,,,,83
"-23.9613968221101, -46.315826548406",lazer,Praça Palmares,"Entre o Canal 4 e a Avenida Afonso Pena existe uma extensa área de 10 mil m², onde localiza-se a Praça Palmares, a única do município situada em quatro bairros. Os habitantes do quadrante de números 1 ao 11 moram no Estuário. Seus vizinhos, do 12 ao 16, no Boqueirão. Os imóveis do 18 ao 26 ficam no Embaré, e do 27 ao 30, no Macuco.

A Praça Palmares recebeu este nome em homenagem à Zumbi dos Palmares. No local acontece a tradicional cerimônia que recorda a morte do herói de Palmares e marca o Dia da Consciência Negra. 

Busto de Zumbi dos Palmares

Há muitas histórias em torno da figura de Zumbi dos Palmares. A palavra “nzumbi” vem do termo quimbundo e tem vários significados, entre as quais, “alma”, “fantasma”, “duende"", “deus”. Remetendo a um plano mais espiritual e coletivo. 
Zumbi nasceu em 1655, já no Quilombo dos Palmares. Foi capturado ainda criança e entregue como escravo a religiosos, que se sucederam na criação do garoto, até chegar ao padre Antônio Melo. O garoto foi batizado com nome cristão – Francisco – e, ainda criança, aprendeu a falar e a escrever na língua portuguesa e em latim. Mas essa identidade mudaria tão logo.
Franscisco fugiu e retornou ao quilombo onde nascera, passando a ter contato direto com a realidade do escravismo – o que o deixa indignado e o leva à luta em defesa de seus iguais. De volta ao então Mocambo Palmares, Zumbi se aperfeiçoou na luta da capoeira e no uso de arcos, flechas, lanças e artimanhas com fogo, táticas que o habilitaram a comandar o efetivo militar dos palmarinos.
Após a morte de seu tio, Ganga Zumba,  Zumbi assumiu a liderança de Palmares, que reunia cerca de 16 quilombos, nas regiões localizadas entre o norte de Alagoas e o sul de Pernambuco. Um ano após a destruição de Palmares, em 1694, Zumbi é morto por decapitação, no dia 20 de novembro, na Serra da Barriga.
Se o umzimba (corpo físico) de Zumbi dos Palmares se foi, seu isithunzi (legado, força, espírito ancestral) permanece no mundo, orientando e conduzindo os atos dos seus.

Pista de Skate

Inaugurada na gestão da Prefeita Telma de Souza (1989-1992), o espaço é o maior voltado para a prática do Skate no município de Santos. A Praça conta com rampas e uma pista para manobras.
A Praça costuma ter movimentação intensa de skatistas e jovens que passam parte do dia no espaço. Para além das celebrações do dia da Consciência Negra, há pouco uso e apropriação da Praça Palmares por parte dos coletivos e movimentos sociais. O espaço que carrega forte simbologia em seu nome poderia cumprir um papel de memória das lutas, de forma a integrar os bairros e a população de seu entorno.
",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/0pgxs47c2ls.png,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/4liaulpmgrg.png,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/cupj6drzef7.png",https://mapamnt.procomum.org/mapa/praca-palmares/,,,84
"-23.9854,-46.3047",bairro,Ponta da Praia,"Bairro com pouco mais de 31 mil habitantes, a Ponta da Praia cresceu nas últimas duas décadas no embalo de um movimento de expansão imobiliária no Município. As características residencial e comercial ganharam proporção, mas os atrativos turísticos e de lazer seguem dominando a paisagem.

Ocupação e história do território

Conforme a região foi crescendo, teve como marco sua origem marcada no ano de 1967. Memórias dos moradores mais antigos apontam que boa parte do bairro era tomada por chácaras de japoneses, com muitas plantações que abasteciam a Cidade com verduras e legumes.

Antes de se tornar a Ponta da Praia que é conhecida atualmente, o bairro teve um povoado de chácaras e foi considerado o pior local de Santos para viver.

Fonte: Fundação Arquivo e Memória de Santos

A imigração japonesa e o desenvolvimento

A imigração japonesa iniciou por volta do início do século XX, com dedicação principalmente à pesca, cultivo de hortaliças e pequenos negócios familiares. O bairro era habitado, sobretudo, por pescadores e trabalhadores portuários, devido à proximidade com o mar e o porto.

O conceito da 'história oral' será utilizado para a dissertação acerca da ocupação do bairro e de sua historicidade.

Urbanização e especulação imobiliária

Nos anos 70, o bairro começou a se estruturar como área residencial, atraindo moradores de outras regiões da cidade. A urbanização acelerou quando terrenos próximos à orla foram vistos como oportunidades de investimento imobiliário.

A grande ocupação da comunidade japonesa em chácaras levou à indenização para desocupação dessas áreas, permitindo que muitos adquirissem imóveis próprios ou investissem em negócios.

Nos anos 80, um projeto de verticalização intensificou-se, transformando a região e elevando a especulação imobiliária. O processo de gentrificação ocasionou a mudança de antigos moradores e o apagamento de suas histórias.

Até por volta de dois anos atrás, um terreno vazio de 8.852m² era utilizado para eventos como circos e parques. Atualmente, um grande condomínio de prédios está sendo construído pela Miramar Construtoras, do Grupo Mendes.

Em 2022, iniciou-se o projeto de revitalização da Ponta da Praia.

Levantamento populacional e fluxo de pessoas

A Ponta da Praia é um bairro turístico que concentra diariamente um alto fluxo de pessoas, seja para deslocamento ao trabalho, seja para visitação de pontos turísticos. Além de ligar Santos ao Guarujá, interliga a Avenida Perimetral (Porto) e a Avenida Bartolomeu de Gusmão.

Mesmo com perfil turístico e residencial, a especulação imobiliária trouxe muitos prédios de luxo para a região. Entretanto, a proximidade com o Mercado do Peixe e a pesca mantém a relação do bairro com os trabalhadores do setor.

Principais pontos turísticos e fluxo populacional
- Balsa Santos-Guarujá: Média de 23 mil veículos/dia (Fonte: Semil SP).
- Mercado do Peixe: Localizado próximo à travessia da balsa.
- Museu da Pesca: Importante atração turística e patrimônio histórico-cultural. Abriga acervo sobre o ambiente aquático.
- Museu Marítimo: Possui a maior coleção de tubarões taxidermizados do país e um dos maiores acervos de biologia marinha da América Latina.
- Aquário Municipal de Santos: Inaugurado em 1945, referência na recuperação de espécies marinhas, como tartarugas e pinguins.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/u46d2x33d4.png,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/hsveyv0ochw.png,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/lov04jx1mg.png",,,,85
"-23.967820, -46.333099",lazer,Sorveteria Itanhaém,"Sorveteria popular da cidade desde 1971,  contém grande variedade de sabores. Está localizada no centro do Gonzaga com mesas ao ar livre.",,,,,,86
"-23.972450,-46.325406",bairro,Boqueirão,"Por volta de 1840, a palavra Boqueirão já fazia parte do vocabulário dos santistas. Era usada em referência ao caminho utilizado para ir da região central até a praia, porque os moradores precisavam atravessar o Caminho Velho da Barra (atuais ruas Braz Cubas, Luís de Camões e Oswaldo Cruz) até chegar ao boqueirão - uma grande boca que abria passagem para a orla.

Mesmo com a construção da Av. Conselheiro Nébias, que já foi chamada de Octaviana e Independência, em 1872, o local continuou a ser usado e o nome Boqueirão passou a fazer parte da História da Cidade.

O aniversário foi oficializado em 1962, pela lei 2.571, mas as comemorações tiveram início dois anos antes, quando foi criada a Sociedade Amigos e de  Melhoramentos do Boqueirão, sendo assim, lá se vão 62 anos de muitas histórias e novidades vividas por seus moradores.

O bairro tem sua área delimitada pelos canais 3 e 4, a orla da praia e parte das avenidas Francisco Glicério e Afonso Pena. Basta uma caminhada pelas suas 78 ruas para perceber a excelente infraestrutura urbana.

Feira de Produtos Artísticos e Artesanais (FeirArte), que reúne diversos expositores. Eles trazem na bagagem muito artesanato, bijuterias, roupas, sapatos e, claro, uma gastronomia diversificada.
Gibiteca Municipal. Na praia, próximo à Avenida Conselheiro Nébias.


Batalha de rap da Conselheiro.



Educação:
A Faculdade de Direito de Santos foi instalada no bairro pela Universidade Católica de Santos (Unisantos) na década de 1950 (atualmente os estudantes do curso assim como os alunos de Arquitetura utilizam o campus Dom Idílio, na Vila Mathias). Depois, ao longo da década de 1960, o bairro ainda receberia o campus universitário da Santa Cecília (Unisanta) e da Fundação Lusíada. Além disso, há ainda três escolas da rede municipal: a 'Antônio Demóstenes de Sousa Britto', que atende 446 crianças do ensino fundamental, 'Lydia Federici', com 129 alunos matriculados e 'Derosse J. de Oliveira', com 86 crianças em educação Infantil.

Bairro bem arborizado, majoritariamente residencial, muitos prédios novos e antigos, poucas casas, a maioria são prédios mesmo.
Tudo muito perto, farmácias, restaurantes, lojas e comércios dos mais variados tipos.
",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/kmhawr98cy.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/8dt22isv1bd.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/lt5rd0j08hs.jpeg","https://www.santos.sp.gov.br/?q=portal/boqueirao ",,,100
